Health care and social assistance,22901,459.412258422034,0.0200607946562174
Information,2891,37.1120268408008,0.0128370898792116
Manufacturing,12711,93.4688974076869,0.00735338662636196
Construction,8234,48.1916276028424,0.00585276021409307
Professional and business services,22500,99.8616434177155,0.00443829526300958
Leisure and hospitality,16820,71.59273655562,0.00425640526490012
Total nonfarm,158069,459.157254173056,0.00290479002317378
Retail trade,15464,39.6322771400326,0.00256287358639631
Financial activities,9177,20.8982611438637,0.00227724323241405
